month,barangay,age,gender,employment_status,educational_attainment,current_skill,work_experience,desired_career,applied_course
1,Dulao,23,Female,Unemployed,Junior High,Cooking,Hospitality,Hospitality,Cookery NC II
5,Ma-ao,34,Male,Unemployed,Senior High,Driving,Agriculture,Transportation,Driving NC II
12,Busay,36,Male,Wage Employed,College Undergraduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
4,Napoles,18,Female,Unemployed,Senior High,Cooking,Retail,Hospitality,Cookery NC II
9,Taloc,45,Male,Self-employed,Senior High,Carpentry,Agriculture,Construction,Carpentry NC II
6,Tabunan,37,Male,Unemployed,Junior High,Driving,Transportation,Hospitality,Driving NC II
7,Napoles,29,Male,Self-employed,College Undergraduate,Driving,Transportation,Transportation,Driving NC II
3,Sagasa,38,Male,Unemployed,Elementary Graduate,Welding,Construction,Construction,Shielded Metal Arc Welding NC I
9,Tabunan,36,Male,Underemployed,Elementary Graduate,Driving,Government,Transportation,Driving NC II
9,Caridad,23,Male,Unemployed,College Undergraduate,Masonry,Construction,Construction,Masonry NC II
8,Napoles,37,Female,Wage Employed,College Undergraduate,Computer Literacy,Hospitality,ICT,Computer Systems Servicing NC II
11,Alianza,30,Male,Underemployed,Elementary Graduate,Electrical Repair,Government,Construction,Electrical Installation and Maintenance NC II
5,Atipuluan,29,Male,Underemployed,Junior High,Carpentry,Agriculture,Construction,Carpentry NC II
5,Lag-asan,22,Male,Underemployed,Junior High,Carpentry,Agriculture,Construction,Carpentry NC II
7,Mailum,33,Male,Underemployed,Elementary Graduate,Masonry,Construction,Construction,Masonry NC II
11,Taloc,23,Male,Self-employed,Senior High,Masonry,Hospitality,Construction,Masonry NC II
11,Bagroy,49,Male,Wage Employed,College Graduate,Baking,Hospitality,Hospitality,Bread and Pastry NC II
3,Ma-ao,30,Male,Unemployed,Junior High,Driving,Transportation,Transportation,Driving NC II
9,Mailum,18,Female,Underemployed,Junior High,Driving,Transportation,Transportation,Driving NC II
4,Binubuhan,40,Male,Underemployed,Elementary Graduate,Masonry,Agriculture,Agriculture,Masonry NC II
6,Malingin,35,Male,Wage Employed,College Undergraduate,Masonry,Government,Construction,Masonry NC II
8,Poblacion,30,Male,Wage Employed,Junior High,Carpentry,Agriculture,Construction,Carpentry NC II
3,Malingin,21,Male,Self-employed,Junior High,Masonry,Construction,Construction,Masonry NC II
7,Taloc,43,Female,Self-employed,Senior High,Baking,Hospitality,Hospitality,Bread and Pastry NC II
8,Mailum,37,Male,Unemployed,Junior High,Cooking,Hospitality,Hospitality,Cookery NC II
3,Abuanan,39,Male,Underemployed,Junior High,Driving,Hospitality,Transportation,Driving NC II
6,Taloc,35,Female,Wage Employed,Senior High,Cooking,Hospitality,Hospitality,Cookery NC II
9,Bacong,35,Male,Unemployed,Senior High,Driving,Agriculture,Transportation,Driving NC II
1,Ma-ao,42,Male,Self-employed,Junior High,Electrical Repair,None,Construction,Electrical Installation and Maintenance NC II
2,Binubuhan,36,Male,Underemployed,College Undergraduate,Driving,Transportation,Transportation,Driving NC II
4,Ilijan,41,Male,Underemployed,Senior High,Carpentry,Agriculture,Construction,Carpentry NC II
1,Lag-asan,18,Male,Unemployed,Junior High,Carpentry,Construction,Construction,Carpentry NC II
1,Ma-ao,35,Male,Wage Employed,College Undergraduate,Electrical Repair,Manufacturing,ICT,Electrical Installation and Maintenance NC II
4,Abuanan,34,Male,Underemployed,Senior High,Computer Literacy,Transportation,ICT,Computer Systems Servicing NC II
6,Pacol,20,Male,Unemployed,Senior High,Carpentry,Agriculture,Construction,Carpentry NC II
12,Poblacion,31,Male,Underemployed,Senior High,Welding,Manufacturing,Construction,Shielded Metal Arc Welding NC I
2,Alianza,27,Female,Self-employed,Senior High,Cooking,Hospitality,Agriculture,Cookery NC II
11,Calumangan,41,Male,Unemployed,Senior High,Electrical Repair,Business,Construction,Electrical Installation and Maintenance NC II
5,Sagasa,41,Male,Underemployed,Junior High,Carpentry,None,Construction,Carpentry NC II
5,Busay,27,Female,Unemployed,College Graduate,Cooking,Transportation,Business,Cookery NC II
11,Busay,24,Female,Underemployed,College Undergraduate,Baking,Business,Hospitality,Bread and Pastry NC II
7,Atipuluan,47,Male,Wage Employed,College Graduate,Welding,Construction,Construction,Shielded Metal Arc Welding NC I
5,Sagasa,28,Male,Wage Employed,Senior High,Masonry,Construction,Construction,Masonry NC II
2,Lag-asan,34,Male,Unemployed,Senior High,Computer Literacy,Transportation,ICT,Computer Systems Servicing NC II
5,Pacol,18,Male,Underemployed,Elementary Graduate,Driving,Transportation,Transportation,Driving NC II
11,Atipuluan,20,Male,Unemployed,Junior High,Cooking,Hospitality,Hospitality,Cookery NC II
10,Mailum,20,Male,Unemployed,Elementary Graduate,Electrical Repair,Construction,Construction,Electrical Installation and Maintenance NC II
3,Binubuhan,22,Male,Underemployed,Senior High,Driving,Transportation,Transportation,Driving NC II
8,Atipuluan,41,Female,Unemployed,Junior High,Cooking,Hospitality,Hospitality,Cookery NC II
12,Mailum,25,Male,Wage Employed,Elementary Graduate,Carpentry,Construction,Construction,Carpentry NC II
4,Mailum,35,Male,Underemployed,Senior High,Driving,ICT,Transportation,Driving NC II
12,Malingin,29,Male,Unemployed,Senior High,Welding,Agriculture,Construction,Shielded Metal Arc Welding NC I
2,Lag-asan,19,Female,Underemployed,Elementary Graduate,Cooking,Retail,Hospitality,Cookery NC II
12,Alianza,44,Female,Underemployed,College Graduate,Computer Literacy,Hospitality,ICT,Computer Systems Servicing NC II
5,Dulao,35,Male,Self-employed,Elementary Graduate,Masonry,Agriculture,Construction,Masonry NC II
7,Lag-asan,28,Male,Underemployed,Junior High,Driving,Transportation,Transportation,Driving NC II
4,Sagasa,19,Male,Wage Employed,Senior High,Welding,Construction,Construction,Shielded Metal Arc Welding NC I
11,Binubuhan,21,Male,Unemployed,Junior High,Cooking,Hospitality,Hospitality,Cookery NC II
12,Lag-asan,40,Male,Unemployed,Elementary Graduate,Driving,Transportation,Transportation,Driving NC II
9,Ma-ao,37,Female,Self-employed,College Graduate,Computer Literacy,Hospitality,ICT,Computer Systems Servicing NC II
10,Lag-asan,31,Male,Self-employed,College Undergraduate,Masonry,Agriculture,Construction,Masonry NC II
9,Caridad,38,Male,Wage Employed,College Undergraduate,Driving,Transportation,Transportation,Driving NC II
6,Balingasag,41,Male,Self-employed,College Graduate,Carpentry,Government,Construction,Carpentry NC II
4,Tabunan,29,Female,Unemployed,Elementary Graduate,Baking,Hospitality,Hospitality,Bread and Pastry NC II
11,Bacong,40,Male,Unemployed,Elementary Graduate,Carpentry,Construction,Agriculture,Carpentry NC II
10,Mailum,45,Male,Unemployed,Senior High,Welding,Construction,Hospitality,Shielded Metal Arc Welding NC I
8,Caridad,22,Male,Self-employed,Senior High,Driving,Government,Agriculture,Driving NC II
7,Napoles,36,Male,Wage Employed,College Undergraduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
11,Dulao,26,Male,Wage Employed,College Undergraduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
3,Dulao,29,Male,Self-employed,Junior High,Welding,Government,Construction,Shielded Metal Arc Welding NC I
1,Poblacion,37,Female,Underemployed,Senior High,Driving,Transportation,Transportation,Driving NC II
12,Bacong,35,Male,Self-employed,Senior High,Carpentry,Agriculture,Construction,Carpentry NC II
11,Mailum,32,Male,Unemployed,Junior High,Carpentry,Business,Construction,Carpentry NC II
9,Bagroy,33,Female,Wage Employed,Junior High,Driving,Agriculture,Transportation,Driving NC II
9,Binubuhan,40,Male,Self-employed,College Undergraduate,Welding,None,Business,Shielded Metal Arc Welding NC I
7,Bacong,28,Female,Unemployed,Elementary Graduate,Computer Literacy,Construction,Business,Computer Systems Servicing NC II
9,Bacong,32,Female,Underemployed,Junior High,Cooking,Transportation,Hospitality,Cookery NC II
9,Busay,39,Male,Wage Employed,College Undergraduate,Cooking,Business,Business,Cookery NC II
12,Tabunan,27,Male,Wage Employed,Junior High,Driving,Transportation,Transportation,Driving NC II
12,Atipuluan,25,Male,Underemployed,Senior High,Carpentry,Construction,Construction,Carpentry NC II
7,Taloc,36,Male,Wage Employed,College Graduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
10,Poblacion,32,Female,Underemployed,Junior High,Carpentry,Construction,Construction,Carpentry NC II
4,Sagasa,34,Female,Self-employed,Junior High,Baking,Business,Hospitality,Bread and Pastry NC II
1,Ma-ao,25,Male,Unemployed,Senior High,Driving,Transportation,Transportation,Driving NC II
3,Dulao,36,Male,Unemployed,College Undergraduate,Computer Literacy,Business,ICT,Computer Systems Servicing NC II
2,Mailum,41,Female,Unemployed,Junior High,Cooking,Transportation,Hospitality,Cookery NC II
3,Bagroy,37,Female,Unemployed,College Undergraduate,Driving,Transportation,Business,Driving NC II
8,Dulao,24,Male,Unemployed,Junior High,Masonry,Construction,Construction,Masonry NC II
4,Mailum,25,Female,Wage Employed,Junior High,Driving,Transportation,Transportation,Driving NC II
5,Bagroy,19,Female,Wage Employed,Junior High,Baking,Hospitality,Business,Bread and Pastry NC II
7,Atipuluan,43,Male,Wage Employed,College Graduate,Computer Literacy,Retail,ICT,Computer Systems Servicing NC II
2,Lag-asan,19,Male,Unemployed,Junior High,Carpentry,Manufacturing,Construction,Carpentry NC II
12,Ilijan,30,Female,Unemployed,College Undergraduate,Computer Literacy,Transportation,ICT,Computer Systems Servicing NC II
7,Ma-ao,21,Male,Wage Employed,Senior High,Cooking,Retail,Hospitality,Cookery NC II
6,Bacong,34,Male,Underemployed,Senior High,Masonry,Agriculture,Construction,Masonry NC II
8,Bagroy,43,Male,Wage Employed,Senior High,Masonry,Agriculture,Construction,Masonry NC II
11,Poblacion,28,Female,Self-employed,Senior High,Computer Literacy,Government,ICT,Computer Systems Servicing NC II
5,Bacong,19,Male,Unemployed,Senior High,Cooking,Agriculture,Hospitality,Cookery NC II
2,Poblacion,26,Female,Unemployed,Junior High,Cooking,Business,Hospitality,Cookery NC II
11,Napoles,22,Male,Underemployed,Elementary Graduate,Carpentry,Transportation,Construction,Carpentry NC II
9,Alianza,46,Female,Underemployed,College Undergraduate,Cooking,None,Business,Cookery NC II
5,Bagroy,43,Male,Underemployed,College Undergraduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
6,Sagasa,36,Female,Self-employed,Senior High,Baking,Hospitality,Hospitality,Bread and Pastry NC II
6,Dulao,36,Male,Self-employed,Senior High,Cooking,Transportation,Hospitality,Cookery NC II
12,Mailum,40,Male,Unemployed,Elementary Graduate,Masonry,Agriculture,Construction,Masonry NC II
1,Dulao,43,Male,Unemployed,College Graduate,Electrical Repair,ICT,ICT,Computer Systems Servicing NC II
5,Mailum,40,Male,Underemployed,Junior High,Baking,Hospitality,Hospitality,Bread and Pastry NC II
6,Ma-ao,36,Male,Self-employed,Junior High,Driving,Transportation,Transportation,Driving NC II
7,Busay,36,Male,Underemployed,College Undergraduate,Driving,Transportation,Business,Driving NC II
3,Abuanan,36,Male,Underemployed,Junior High,Baking,Hospitality,Hospitality,Bread and Pastry NC II
6,Dulao,39,Female,Underemployed,Elementary Graduate,Baking,Business,Hospitality,Bread and Pastry NC II
5,Calumangan,18,Male,Wage Employed,Senior High,Masonry,None,Construction,Masonry NC II
6,Poblacion,33,Male,Underemployed,Junior High,Carpentry,Manufacturing,Construction,Carpentry NC II
7,Bacong,31,Female,Underemployed,Elementary Graduate,Computer Literacy,Manufacturing,ICT,Computer Systems Servicing NC II
12,Malingin,24,Male,Unemployed,Junior High,Carpentry,Manufacturing,Construction,Carpentry NC II
5,Taloc,33,Male,Unemployed,Junior High,Masonry,Construction,Construction,Masonry NC II
9,Dulao,36,Male,Wage Employed,Elementary Graduate,Driving,Transportation,ICT,Driving NC II
10,Busay,19,Female,Unemployed,Elementary Graduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
3,Busay,22,Male,Self-employed,Elementary Graduate,Welding,Construction,Construction,Shielded Metal Arc Welding NC I
9,Dulao,24,Female,Underemployed,College Undergraduate,Baking,Retail,Hospitality,Bread and Pastry NC II
10,Bagroy,25,Male,Self-employed,Senior High,Welding,Manufacturing,Agriculture,Shielded Metal Arc Welding NC I
7,Mailum,42,Female,Self-employed,Junior High,Driving,Business,Transportation,Driving NC II
7,Calumangan,24,Female,Underemployed,College Graduate,Cooking,Transportation,Business,Cookery NC II
6,Bagroy,25,Male,Underemployed,Junior High,Baking,Retail,Hospitality,Bread and Pastry NC II
1,Bagroy,29,Female,Self-employed,Senior High,Baking,Business,Hospitality,Bread and Pastry NC II
10,Tabunan,37,Male,Underemployed,Senior High,Masonry,Retail,Construction,Masonry NC II
6,Pacol,43,Male,Unemployed,College Undergraduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
3,Ma-ao,21,Male,Self-employed,College Undergraduate,Carpentry,Construction,ICT,Carpentry NC II
3,Malingin,28,Female,Wage Employed,College Graduate,Computer Literacy,Retail,ICT,Computer Systems Servicing NC II
2,Poblacion,42,Female,Wage Employed,Junior High,Cooking,Business,Hospitality,Cookery NC II
6,Mailum,30,Male,Underemployed,Elementary Graduate,Driving,Transportation,Transportation,Driving NC II
12,Bacong,24,Male,Self-employed,Senior High,Driving,Transportation,Transportation,Driving NC II
8,Ilijan,20,Male,Underemployed,Elementary Graduate,Welding,Agriculture,Construction,Shielded Metal Arc Welding NC I
4,Napoles,40,Female,Underemployed,College Undergraduate,Computer Literacy,None,ICT,Computer Systems Servicing NC II
2,Poblacion,23,Male,Underemployed,Senior High,Baking,Government,Hospitality,Bread and Pastry NC II
7,Napoles,32,Male,Unemployed,College Undergraduate,Driving,Transportation,Transportation,Driving NC II
6,Bagroy,21,Male,Unemployed,Elementary Graduate,Masonry,Agriculture,Construction,Masonry NC II
11,Bacong,33,Male,Unemployed,Junior High,Carpentry,Retail,Hospitality,Carpentry NC II
12,Balingasag,24,Male,Unemployed,Senior High,Driving,Retail,Transportation,Driving NC II
9,Taloc,21,Male,Underemployed,Junior High,Driving,Transportation,Transportation,Driving NC II
6,Alianza,23,Male,Underemployed,Elementary Graduate,Welding,Construction,Construction,Shielded Metal Arc Welding NC I
4,Atipuluan,44,Male,Self-employed,College Undergraduate,Masonry,Construction,Construction,Masonry NC II
2,Tabunan,42,Female,Self-employed,College Undergraduate,Baking,Business,Hospitality,Bread and Pastry NC II
1,Busay,39,Female,Wage Employed,College Undergraduate,Cooking,Transportation,Business,Cookery NC II
10,Tabunan,43,Male,Self-employed,Senior High,Baking,Business,Hospitality,Bread and Pastry NC II
10,Busay,38,Male,Unemployed,Junior High,Cooking,None,Hospitality,Cookery NC II
12,Dulao,35,Male,Wage Employed,College Undergraduate,Electrical Repair,Construction,ICT,Electrical Installation and Maintenance NC II
10,Malingin,27,Male,Wage Employed,College Graduate,Welding,Manufacturing,Construction,Shielded Metal Arc Welding NC I
12,Caridad,38,Male,Underemployed,Elementary Graduate,Carpentry,ICT,Construction,Carpentry NC II
6,Taloc,28,Male,Unemployed,Elementary Graduate,Carpentry,Agriculture,Agriculture,Carpentry NC II
11,Lag-asan,24,Male,Wage Employed,Junior High,Electrical Repair,Manufacturing,Construction,Electrical Installation and Maintenance NC II
6,Ilijan,39,Male,Underemployed,Senior High,Driving,Transportation,Transportation,Driving NC II
2,Taloc,39,Female,Unemployed,Elementary Graduate,Driving,Transportation,Transportation,Driving NC II
11,Lag-asan,22,Male,Underemployed,Senior High,Carpentry,Construction,Construction,Carpentry NC II
11,Taloc,19,Male,Unemployed,College Undergraduate,Baking,Hospitality,Hospitality,Bread and Pastry NC II
5,Bagroy,36,Male,Underemployed,Junior High,Masonry,Agriculture,Construction,Masonry NC II
11,Malingin,41,Female,Wage Employed,College Graduate,Masonry,Construction,Construction,Masonry NC II
3,Dulao,42,Female,Underemployed,College Graduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
8,Malingin,35,Female,Wage Employed,Elementary Graduate,Driving,Transportation,Transportation,Driving NC II
9,Bacong,22,Male,Underemployed,College Undergraduate,Driving,Government,Transportation,Driving NC II
8,Pacol,42,Male,Underemployed,Junior High,Masonry,Hospitality,Construction,Masonry NC II
6,Calumangan,30,Male,Wage Employed,Junior High,Carpentry,Business,Construction,Carpentry NC II
7,Taloc,32,Female,Unemployed,Elementary Graduate,Cooking,Hospitality,Hospitality,Cookery NC II
3,Busay,46,Male,Wage Employed,College Graduate,Carpentry,Business,Construction,Carpentry NC II
1,Dulao,36,Male,Underemployed,Junior High,Driving,Retail,Transportation,Driving NC II
8,Calumangan,40,Female,Underemployed,Senior High,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
5,Abuanan,21,Male,Underemployed,Junior High,Welding,None,Construction,Shielded Metal Arc Welding NC I
2,Mailum,30,Male,Unemployed,College Undergraduate,Computer Literacy,Construction,ICT,Computer Systems Servicing NC II
