barangay,course_applied,age,sex,educational_attainment,employment_status,current_skill,desired_career,learner_classification,training_outcome
Bacong,Masonry NC II,45,Male,College Undergraduate,Wage Employed,Masonry,Construction,New Entrant,Dropout
Napoles,Shielded Metal Arc Welding NC I,22,Male,Senior High,Unemployed,Welding,Construction,Returning Learner,Graduate
Taloc,Bread and Pastry NC II,35,Female,Junior High,Wage Employed,Baking,Hospitality,Experienced Worker,Graduate
Bagroy,Masonry NC II,30,Female,Junior High,Unemployed,Masonry,Construction,New Entrant,Dropout
Caridad,Carpentry NC II,42,Male,Senior High,Underemployed,Carpentry,Construction,New Entrant,Graduate
Lag-asan,Electrical Installation and Maintenance NC II,36,Male,Junior High,Underemployed,Electrical Repair,Construction,Career Shifter,Dropout
Balingasag,Electrical Installation and Maintenance NC II,37,Male,College Graduate,Wage Employed,Electrical Repair,Construction,Career Shifter,Graduate
Balingasag,Electrical Installation and Maintenance NC II,44,Male,College Undergraduate,Self-employed,Electrical Repair,Construction,Returning Learner,Graduate
Bacong,Carpentry NC II,36,Male,Elementary Graduate,Underemployed,Carpentry,Construction,New Entrant,Graduate
Balingasag,Shielded Metal Arc Welding NC I,40,Male,College Undergraduate,Unemployed,Welding,Construction,New Entrant,Dropout
Taloc,Cookery NC II,23,Male,College Undergraduate,Self-employed,Cooking,Hospitality,New Entrant,Graduate
Alianza,Carpentry NC II,38,Male,Junior High,Underemployed,Carpentry,Construction,Career Shifter,Graduate
Pacol,Shielded Metal Arc Welding NC I,42,Female,Junior High,Underemployed,Welding,Construction,New Entrant,Dropout
Alianza,Shielded Metal Arc Welding NC I,24,Male,Junior High,Wage Employed,Welding,Construction,Experienced Worker,Graduate
Dulao,Bread and Pastry NC II,19,Female,Elementary Graduate,Underemployed,Baking,Hospitality,Career Shifter,Graduate
Abuanan,Electrical Installation and Maintenance NC II,22,Female,Junior High,Underemployed,Electrical Repair,Agriculture,New Entrant,Dropout
Tabunan,Cookery NC II,30,Male,Elementary Graduate,Unemployed,Cooking,Business,Returning Learner,Dropout
Taloc,Carpentry NC II,39,Female,Senior High,Underemployed,Cooking,Hospitality,Career Shifter,Graduate
Abuanan,Electrical Installation and Maintenance NC II,43,Male,Senior High,Underemployed,Electrical Repair,Construction,New Entrant,Dropout
Abuanan,Electrical Installation and Maintenance NC II,55,Male,College Graduate,Wage Employed,Electrical Repair,Construction,Returning Learner,Graduate
Balingasag,Bread and Pastry NC II,24,Female,Junior High,Underemployed,Baking,Hospitality,New Entrant,Graduate
Napoles,Carpentry NC II,20,Male,Senior High,Underemployed,Carpentry,Construction,Returning Learner,Graduate
Lag-asan,Masonry NC II,31,Male,College Undergraduate,Self-employed,Driving,Transportation,Career Shifter,Dropout
Sagasa,Electrical Installation and Maintenance NC II,18,Female,Senior High,Wage Employed,Carpentry,Construction,Experienced Worker,Graduate
Bagroy,Masonry NC II,20,Male,Elementary Graduate,Wage Employed,Masonry,Construction,Experienced Worker,Graduate
Poblacion,Cookery NC II,31,Female,Junior High,Underemployed,Cooking,Hospitality,New Entrant,Graduate
Dulao,Bread and Pastry NC II,35,Female,Senior High,Self-employed,Baking,Hospitality,Returning Learner,Graduate
Alianza,Shielded Metal Arc Welding NC I,37,Male,College Graduate,Wage Employed,Welding,Construction,Experienced Worker,Graduate
Bacong,Computer Systems Servicing NC II,41,Male,College Undergraduate,Wage Employed,Computer Literacy,ICT,Experienced Worker,Dropout
Dulao,Electrical Installation and Maintenance NC II,26,Male,Senior High,Self-employed,Electrical Repair,Construction,Experienced Worker,Graduate
Balingasag,Carpentry NC II,53,Male,College Graduate,Self-employed,Carpentry,Construction,Experienced Worker,Graduate
Napoles,Computer Systems Servicing NC II,36,Male,College Graduate,Underemployed,Computer Literacy,ICT,New Entrant,Dropout
Atipuluan,Carpentry NC II,48,Male,College Graduate,Underemployed,Carpentry,Construction,New Entrant,Dropout
Balingasag,Electrical Installation and Maintenance NC II,25,Male,Elementary Graduate,Unemployed,Electrical Repair,Construction,Experienced Worker,Dropout
Poblacion,Carpentry NC II,18,Male,Senior High,Unemployed,Carpentry,Construction,New Entrant,Dropout
Pacol,Bread and Pastry NC II,37,Female,College Graduate,Underemployed,Baking,Hospitality,Career Shifter,Graduate
Dulao,Shielded Metal Arc Welding NC I,46,Male,College Undergraduate,Wage Employed,Welding,ICT,Experienced Worker,Graduate
Mailum,Carpentry NC II,19,Female,Senior High,Underemployed,Carpentry,Construction,Career Shifter,Dropout
Caridad,Computer Systems Servicing NC II,30,Male,Junior High,Underemployed,Computer Literacy,Hospitality,Returning Learner,Graduate
Alianza,Bread and Pastry NC II,28,Female,Elementary Graduate,Unemployed,Baking,Hospitality,New Entrant,Graduate
Atipuluan,Electrical Installation and Maintenance NC II,31,Male,Senior High,Unemployed,Electrical Repair,Construction,New Entrant,Dropout
Calumangan,Carpentry NC II,38,Male,College Undergraduate,Wage Employed,Carpentry,Business,New Entrant,Graduate
Abuanan,Bread and Pastry NC II,24,Female,College Undergraduate,Self-employed,Baking,Hospitality,Experienced Worker,Graduate
Pacol,Bread and Pastry NC II,44,Male,Senior High,Underemployed,Baking,Hospitality,New Entrant,Graduate
Taloc,Shielded Metal Arc Welding NC I,18,Female,Senior High,Self-employed,Welding,Transportation,Experienced Worker,Graduate
Ma-ao,Cookery NC II,19,Female,Senior High,Wage Employed,Cooking,Hospitality,Returning Learner,Dropout
Taloc,Cookery NC II,26,Female,Senior High,Underemployed,Cooking,Hospitality,New Entrant,Graduate
Bacong,Shielded Metal Arc Welding NC I,30,Male,Junior High,Unemployed,Welding,Construction,New Entrant,Dropout
Dulao,Shielded Metal Arc Welding NC I,44,Male,College Graduate,Underemployed,Welding,Construction,Experienced Worker,Graduate
Napoles,Computer Systems Servicing NC II,42,Female,Senior High,Wage Employed,Computer Literacy,Transportation,Experienced Worker,Dropout
Dulao,Electrical Installation and Maintenance NC II,26,Male,Senior High,Self-employed,Electrical Repair,Construction,Returning Learner,Graduate
Malingin,Driving NC II,23,Male,Junior High,Wage Employed,Driving,Transportation,Returning Learner,Graduate
Caridad,Shielded Metal Arc Welding NC I,24,Male,Junior High,Underemployed,Driving,Transportation,Returning Learner,Dropout
Dulao,Cookery NC II,18,Female,Senior High,Unemployed,Baking,Hospitality,New Entrant,Dropout
Balingasag,Bread and Pastry NC II,40,Male,Senior High,Underemployed,Baking,Hospitality,Experienced Worker,Graduate
Bagroy,Driving NC II,27,Male,Junior High,Unemployed,Driving,Transportation,Experienced Worker,Dropout
Taloc,Shielded Metal Arc Welding NC I,37,Male,Elementary Graduate,Underemployed,Welding,Construction,New Entrant,Dropout
Atipuluan,Computer Systems Servicing NC II,47,Male,College Graduate,Unemployed,Computer Literacy,ICT,New Entrant,Graduate
Ma-ao,Masonry NC II,20,Male,Junior High,Unemployed,Masonry,Construction,Experienced Worker,Graduate
Tabunan,Cookery NC II,26,Female,Elementary Graduate,Unemployed,Cooking,Hospitality,Returning Learner,Graduate
Malingin,Electrical Installation and Maintenance NC II,53,Female,College Graduate,Unemployed,Welding,Construction,Career Shifter,Dropout
Ma-ao,Electrical Installation and Maintenance NC II,43,Female,Senior High,Unemployed,Electrical Repair,Construction,New Entrant,Graduate
Sagasa,Cookery NC II,20,Female,Junior High,Underemployed,Cooking,Hospitality,Experienced Worker,Dropout
Caridad,Carpentry NC II,28,Male,Junior High,Unemployed,Carpentry,Construction,New Entrant,Dropout
Pacol,Shielded Metal Arc Welding NC I,36,Male,Senior High,Underemployed,Welding,Construction,Returning Learner,Graduate
Poblacion,Cookery NC II,24,Female,Junior High,Unemployed,Cooking,Hospitality,New Entrant,Graduate
Bagroy,Computer Systems Servicing NC II,35,Female,Senior High,Underemployed,Computer Literacy,ICT,New Entrant,Dropout
Balingasag,Carpentry NC II,19,Male,Senior High,Underemployed,Carpentry,Construction,Experienced Worker,Graduate
Alianza,Electrical Installation and Maintenance NC II,30,Male,Senior High,Underemployed,Electrical Repair,Construction,Returning Learner,Graduate
Bagroy,Carpentry NC II,40,Male,Senior High,Wage Employed,Carpentry,Construction,Returning Learner,Graduate
Napoles,Driving NC II,23,Female,Junior High,Wage Employed,Driving,Transportation,New Entrant,Graduate
Taloc,Driving NC II,26,Male,Junior High,Self-employed,Driving,Transportation,Returning Learner,Graduate
Abuanan,Masonry NC II,18,Male,Junior High,Wage Employed,Masonry,Construction,Returning Learner,Graduate
Taloc,Carpentry NC II,21,Male,Elementary Graduate,Self-employed,Carpentry,Construction,Experienced Worker,Graduate
Dulao,Computer Systems Servicing NC II,24,Male,College Graduate,Self-employed,Computer Literacy,ICT,Experienced Worker,Graduate
Bacong,Shielded Metal Arc Welding NC I,26,Female,Senior High,Unemployed,Welding,Construction,New Entrant,Dropout
Lag-asan,Computer Systems Servicing NC II,23,Female,College Undergraduate,Unemployed,Computer Literacy,ICT,Career Shifter,Graduate
Ma-ao,Computer Systems Servicing NC II,45,Female,College Undergraduate,Self-employed,Computer Literacy,ICT,Returning Learner,Dropout
Bagroy,Electrical Installation and Maintenance NC II,22,Male,Junior High,Underemployed,Electrical Repair,Construction,Returning Learner,Dropout
Atipuluan,Driving NC II,40,Male,Junior High,Wage Employed,Driving,Hospitality,Experienced Worker,Graduate
Taloc,Driving NC II,33,Male,Junior High,Underemployed,Driving,Transportation,New Entrant,Graduate
Busay,Shielded Metal Arc Welding NC I,36,Male,Junior High,Unemployed,Welding,Construction,New Entrant,Graduate
Atipuluan,Bread and Pastry NC II,39,Female,Elementary Graduate,Wage Employed,Baking,Hospitality,New Entrant,Graduate
Bacong,Cookery NC II,38,Female,Senior High,Wage Employed,Cooking,Hospitality,New Entrant,Graduate
Calumangan,Bread and Pastry NC II,18,Female,Junior High,Underemployed,Baking,Hospitality,Returning Learner,Dropout
Taloc,Shielded Metal Arc Welding NC I,26,Male,Senior High,Underemployed,Welding,Construction,Experienced Worker,Graduate
Caridad,Driving NC II,44,Female,College Undergraduate,Unemployed,Driving,Transportation,Experienced Worker,Graduate
Balingasag,Electrical Installation and Maintenance NC II,30,Male,Senior High,Unemployed,Baking,Hospitality,New Entrant,Dropout
Ma-ao,Computer Systems Servicing NC II,39,Female,Senior High,Unemployed,Computer Literacy,ICT,Returning Learner,Dropout
Bagroy,Driving NC II,35,Male,Elementary Graduate,Underemployed,Driving,Construction,New Entrant,Dropout
Balingasag,Cookery NC II,28,Female,Senior High,Self-employed,Cooking,Hospitality,Returning Learner,Graduate
Abuanan,Cookery NC II,24,Female,Junior High,Underemployed,Cooking,Hospitality,Career Shifter,Graduate
Lag-asan,Cookery NC II,36,Male,Senior High,Unemployed,Cooking,Hospitality,Career Shifter,Graduate
Bagroy,Shielded Metal Arc Welding NC I,18,Female,Senior High,Self-employed,Baking,Hospitality,Career Shifter,Dropout
Napoles,Bread and Pastry NC II,31,Female,Senior High,Unemployed,Baking,Hospitality,Career Shifter,Graduate
Poblacion,Bread and Pastry NC II,18,Male,Senior High,Unemployed,Baking,ICT,Returning Learner,Graduate
Caridad,Computer Systems Servicing NC II,24,Female,College Graduate,Wage Employed,Computer Literacy,ICT,Career Shifter,Graduate
Dulao,Masonry NC II,33,Male,Senior High,Wage Employed,Masonry,Construction,Experienced Worker,Graduate
Binubuhan,Carpentry NC II,36,Male,Senior High,Self-employed,Carpentry,Construction,Experienced Worker,Graduate
Ma-ao,Carpentry NC II,19,Male,Junior High,Underemployed,Carpentry,Construction,Returning Learner,Graduate
Caridad,Carpentry NC II,40,Male,Junior High,Unemployed,Carpentry,Construction,New Entrant,Graduate
Abuanan,Masonry NC II,34,Male,Junior High,Self-employed,Masonry,Construction,Experienced Worker,Graduate
Abuanan,Bread and Pastry NC II,40,Female,Junior High,Unemployed,Baking,Hospitality,New Entrant,Graduate
Busay,Shielded Metal Arc Welding NC I,21,Male,Senior High,Underemployed,Welding,Construction,Returning Learner,Graduate
Abuanan,Masonry NC II,27,Male,Senior High,Underemployed,Masonry,Construction,New Entrant,Dropout
Tabunan,Electrical Installation and Maintenance NC II,42,Female,Junior High,Unemployed,Electrical Repair,Construction,New Entrant,Graduate
Alianza,Computer Systems Servicing NC II,30,Female,College Undergraduate,Wage Employed,Computer Literacy,ICT,Experienced Worker,Graduate
Ilijan,Computer Systems Servicing NC II,23,Male,Junior High,Underemployed,Computer Literacy,ICT,New Entrant,Dropout
Mailum,Electrical Installation and Maintenance NC II,30,Male,Elementary Graduate,Unemployed,Electrical Repair,Construction,Returning Learner,Dropout
Tabunan,Shielded Metal Arc Welding NC I,32,Male,Junior High,Self-employed,Welding,Construction,Experienced Worker,Graduate
Caridad,Shielded Metal Arc Welding NC I,39,Female,Junior High,Wage Employed,Welding,Construction,Experienced Worker,Graduate
Bacong,Carpentry NC II,22,Male,Elementary Graduate,Underemployed,Carpentry,Construction,Returning Learner,Dropout
Poblacion,Shielded Metal Arc Welding NC I,21,Male,College Undergraduate,Unemployed,Welding,Construction,New Entrant,Graduate
Lag-asan,Masonry NC II,33,Male,College Undergraduate,Self-employed,Masonry,Construction,Experienced Worker,Graduate
Calumangan,Cookery NC II,35,Female,Senior High,Unemployed,Cooking,Hospitality,Experienced Worker,Graduate
Ilijan,Shielded Metal Arc Welding NC I,28,Male,Junior High,Underemployed,Welding,Construction,New Entrant,Graduate
Calumangan,Masonry NC II,21,Male,Elementary Graduate,Underemployed,Masonry,Construction,Returning Learner,Graduate
Balingasag,Shielded Metal Arc Welding NC I,23,Male,Junior High,Unemployed,Welding,Construction,Career Shifter,Dropout
Taloc,Computer Systems Servicing NC II,44,Male,Senior High,Underemployed,Computer Literacy,ICT,Experienced Worker,Graduate
Taloc,Driving NC II,40,Male,College Undergraduate,Underemployed,Driving,Transportation,Returning Learner,Dropout
Poblacion,Shielded Metal Arc Welding NC I,42,Female,Junior High,Wage Employed,Welding,Construction,Experienced Worker,Graduate
Pacol,Bread and Pastry NC II,30,Female,Elementary Graduate,Underemployed,Baking,Hospitality,Returning Learner,Graduate
Atipuluan,Carpentry NC II,38,Male,College Undergraduate,Self-employed,Carpentry,Construction,Returning Learner,Graduate
Caridad,Electrical Installation and Maintenance NC II,37,Male,Junior High,Unemployed,Electrical Repair,Construction,Returning Learner,Dropout
Abuanan,Shielded Metal Arc Welding NC I,40,Male,Junior High,Underemployed,Welding,Construction,New Entrant,Graduate
Napoles,Shielded Metal Arc Welding NC I,46,Male,College Undergraduate,Underemployed,Welding,Construction,New Entrant,Graduate
Taloc,Masonry NC II,26,Female,Senior High,Underemployed,Cooking,Hospitality,Career Shifter,Dropout
Atipuluan,Masonry NC II,35,Female,Junior High,Underemployed,Masonry,Construction,Career Shifter,Graduate
Atipuluan,Electrical Installation and Maintenance NC II,30,Male,Elementary Graduate,Self-employed,Electrical Repair,Construction,Returning Learner,Graduate
Ilijan,Cookery NC II,32,Male,Elementary Graduate,Self-employed,Cooking,Hospitality,New Entrant,Dropout
Alianza,Electrical Installation and Maintenance NC II,27,Male,Elementary Graduate,Wage Employed,Electrical Repair,Construction,Career Shifter,Graduate
Ilijan,Cookery NC II,36,Female,Junior High,Unemployed,Welding,Construction,Career Shifter,Dropout
Sagasa,Cookery NC II,45,Male,College Undergraduate,Wage Employed,Cooking,Hospitality,Experienced Worker,Graduate
Balingasag,Electrical Installation and Maintenance NC II,34,Male,Senior High,Underemployed,Electrical Repair,Construction,Returning Learner,Graduate
Balingasag,Driving NC II,37,Male,Senior High,Wage Employed,Driving,Transportation,Career Shifter,Graduate
Mailum,Cookery NC II,37,Female,Elementary Graduate,Underemployed,Cooking,Hospitality,New Entrant,Dropout
Taloc,Masonry NC II,44,Male,Senior High,Wage Employed,Electrical Repair,Construction,New Entrant,Graduate
Calumangan,Computer Systems Servicing NC II,43,Male,College Undergraduate,Self-employed,Computer Literacy,ICT,Returning Learner,Graduate
Bacong,Bread and Pastry NC II,41,Male,Senior High,Wage Employed,Baking,Hospitality,Returning Learner,Graduate
