barangay,course_applied,age,sex,educational_attainment,employment_status,current_skill,desired_career,learner_classification,training_outcome
Binubuhan,Driving NC II,33,Male,College Undergraduate,Self-employed,Driving,Transportation,Experienced Worker,Graduate
Abuanan,Trainers Methodology Level I,30,Male,Elementary Graduate,Self-employed,Training Delivery,Construction,Career Shifter,Graduate
Ma-ao,Cookery NC II,27,Male,Junior High,Underemployed,Cooking,Hospitality,Returning Learner,Graduate
Taloc,Construction Painting NC II,53,Male,College Graduate,Unemployed,Painting,Manufacturing,Career Shifter,Dropout
Tabunan,Bread and Pastry NC II,29,Female,College Undergraduate,Self-employed,Baking,Hospitality,Returning Learner,Graduate
Lag-asan,Carpentry NC II,37,Male,Junior High,Self-employed,Carpentry,Construction,Career Shifter,Graduate
Poblacion,HEO (Bulldozer) NC II,29,Male,Elementary Graduate,Underemployed,Heavy Equipment Operation,Construction,New Entrant,Dropout
Alianza,Bread and Pastry NC II,45,Male,Senior High,Self-employed,Baking,Hospitality,Returning Learner,Graduate
Alianza,Machining NC II,28,Male,Senior High,Self-employed,Machining,Manufacturing,Experienced Worker,Graduate
Mailum,Cookery NC II,31,Female,Junior High,Unemployed,Cooking,Transportation,New Entrant,Graduate
Bagroy,Bread and Pastry NC II,24,Female,College Graduate,Underemployed,Baking,Hospitality,Experienced Worker,Graduate
Dulao,Trainers Methodology Level I,34,Male,Senior High,Self-employed,Training Delivery,Education,New Entrant,Graduate
Dulao,Driving NC II,23,Male,Elementary Graduate,Unemployed,Driving,Transportation,New Entrant,Graduate
Dulao,Shielded Metal Arc Welding NC I,20,Male,Senior High,Unemployed,Welding,Construction,Experienced Worker,Dropout
Binubuhan,Landscape Installation and Maintenance (Softscape),36,Male,Junior High,Unemployed,Landscaping,Agriculture,Returning Learner,Graduate
Caridad,HEO (Bulldozer) NC II,34,Female,College Undergraduate,Underemployed,Heavy Equipment Operation,Construction,Experienced Worker,Dropout
Mailum,Construction Painting NC II,44,Female,Senior High,Wage Employed,Painting,ICT,Experienced Worker,Dropout
Caridad,Cookery NC II,22,Male,College Undergraduate,Underemployed,Cooking,Hospitality,Experienced Worker,Graduate
Bagroy,Machining NC II,38,Male,College Undergraduate,Wage Employed,Machining,Manufacturing,Experienced Worker,Dropout
Calumangan,Masonry NC I,44,Male,Senior High,Underemployed,Masonry,Construction,Experienced Worker,Graduate
Bacong,HEO (Bulldozer) NC II,32,Male,Senior High,Unemployed,Heavy Equipment Operation,Construction,Returning Learner,Graduate
Bacong,Landscape Installation and Maintenance (Softscape),36,Male,College Graduate,Self-employed,Landscaping,Agriculture,Experienced Worker,Dropout
Sagasa,Landscape Installation and Maintenance (Softscape),27,Male,Junior High,Underemployed,Landscaping,Agriculture,Career Shifter,Graduate
Balingasag,Landscape Installation and Maintenance (Softscape),45,Female,Senior High,Self-employed,Landscaping,Agriculture,Experienced Worker,Graduate
Taloc,Trainers Methodology Level I,21,Male,College Undergraduate,Underemployed,Training Delivery,ICT,New Entrant,Dropout
Bagroy,Organic Agriculture Production NC II,39,Male,Senior High,Self-employed,Organic Farming,Agriculture,Career Shifter,Graduate
Dulao,Organic Agriculture Production NC II,34,Female,Senior High,Underemployed,Organic Farming,Agriculture,Returning Learner,Dropout
Bagroy,Landscape Installation and Maintenance (Softscape),28,Female,Elementary Graduate,Self-employed,Landscaping,Agriculture,New Entrant,Dropout
Ilijan,Electronic Products Assembly and Servicing NC II,30,Female,College Undergraduate,Self-employed,Electronics,Manufacturing,Career Shifter,Dropout
Mailum,Landscape Installation and Maintenance (Softscape),30,Male,Senior High,Unemployed,Landscaping,Agriculture,New Entrant,Graduate
Atipuluan,Trainers Methodology Level I,37,Female,College Graduate,Self-employed,Training Delivery,Education,New Entrant,Graduate
Balingasag,Trainers Methodology Level I,29,Female,College Undergraduate,Wage Employed,Training Delivery,Education,Returning Learner,Graduate
Napoles,Shielded Metal Arc Welding NC II,32,Male,College Undergraduate,Unemployed,Welding,Construction,New Entrant,Dropout
Balingasag,Driving NC II,25,Male,Senior High,Unemployed,Driving,Transportation,Career Shifter,Dropout
Alianza,Electronic Products Assembly and Servicing NC II,19,Male,College Undergraduate,Underemployed,Electronics,Manufacturing,Career Shifter,Graduate
Pacol,Carpentry NC II,30,Male,Senior High,Unemployed,Carpentry,Construction,Experienced Worker,Graduate
Lag-asan,Masonry NC II,35,Male,College Undergraduate,Self-employed,Masonry,Construction,Career Shifter,Graduate
Bagroy,Shielded Metal Arc Welding NC II,42,Male,Junior High,Underemployed,Welding,Construction,New Entrant,Dropout
Binubuhan,Organic Agriculture Production NC II,20,Male,Elementary Graduate,Underemployed,Organic Farming,Agriculture,New Entrant,Dropout
Caridad,Machining NC II,24,Male,Senior High,Unemployed,Machining,Manufacturing,Experienced Worker,Dropout
Lag-asan,HEO (Forklift) NC II,54,Male,College Graduate,Unemployed,Heavy Equipment Operation,Construction,New Entrant,Graduate
Taloc,Electrical Installation and Maintenance NC II,19,Male,Junior High,Unemployed,Electrical Repair,Construction,New Entrant,Graduate
Ilijan,Electrical Installation and Maintenance NC II,42,Male,Junior High,Underemployed,Electrical Repair,Construction,Experienced Worker,Dropout
Taloc,Electrical Installation and Maintenance NC II,29,Male,Senior High,Wage Employed,Electrical Repair,Construction,New Entrant,Graduate
Tabunan,Electrical Installation and Maintenance NC II,24,Male,Senior High,Self-employed,Electrical Repair,Construction,Experienced Worker,Graduate
Abuanan,Driving NC II,21,Female,Junior High,Underemployed,Driving,Transportation,Career Shifter,Graduate
Alianza,Cookery NC II,26,Female,College Undergraduate,Underemployed,Cooking,Construction,Experienced Worker,Graduate
Taloc,HEO (Forklift) NC II,19,Male,Senior High,Underemployed,Electronics,Manufacturing,Career Shifter,Dropout
Poblacion,HEO (Bulldozer) NC II,23,Male,Senior High,Self-employed,Heavy Equipment Operation,Construction,Experienced Worker,Dropout
Ma-ao,Trainers Methodology Level I,43,Female,Senior High,Wage Employed,Baking,Hospitality,New Entrant,Graduate
Ilijan,Driving NC II,26,Female,College Undergraduate,Underemployed,Training Delivery,Education,Career Shifter,Graduate
Atipuluan,Trainers Methodology Level I,43,Female,College Graduate,Self-employed,Training Delivery,Education,Experienced Worker,Dropout
Malingin,Landscape Installation and Maintenance (Softscape),36,Female,Elementary Graduate,Underemployed,Landscaping,Agriculture,New Entrant,Dropout
Tabunan,Electrical Installation and Maintenance NC II,21,Male,Junior High,Underemployed,Baking,Hospitality,Returning Learner,Dropout
Napoles,Electronic Products Assembly and Servicing NC II,18,Female,Senior High,Wage Employed,Electronics,Manufacturing,Experienced Worker,Dropout
Balingasag,Construction Painting NC II,49,Male,College Graduate,Underemployed,Painting,Construction,Returning Learner,Graduate
Bacong,Carpentry NC II,23,Male,Elementary Graduate,Wage Employed,Carpentry,Construction,New Entrant,Dropout
Tabunan,Construction Painting NC II,19,Female,College Undergraduate,Unemployed,Painting,Construction,Experienced Worker,Dropout
Calumangan,Machining NC II,27,Male,College Undergraduate,Underemployed,Machining,Manufacturing,Returning Learner,Dropout
Ma-ao,Organic Agriculture Production NC II,42,Male,Senior High,Unemployed,Organic Farming,Manufacturing,Returning Learner,Graduate
Malingin,Electrical Installation and Maintenance NC II,37,Male,Junior High,Unemployed,Electrical Repair,Construction,Career Shifter,Dropout
Pacol,Driving NC II,27,Female,Elementary Graduate,Underemployed,Driving,Transportation,New Entrant,Graduate
Ma-ao,Organic Agriculture Production NC II,32,Female,Junior High,Unemployed,Organic Farming,Agriculture,Career Shifter,Graduate
Calumangan,Trainers Methodology Level I,40,Male,College Graduate,Self-employed,Training Delivery,Education,Experienced Worker,Dropout
Dulao,Computer Systems Servicing NC II,28,Male,Junior High,Unemployed,Computer Literacy,Business,New Entrant,Graduate
Caridad,Driving NC II,23,Female,Senior High,Unemployed,Driving,Transportation,New Entrant,Graduate
Taloc,Organic Agriculture Production NC II,40,Male,Junior High,Self-employed,Organic Farming,Agriculture,Experienced Worker,Graduate
Sagasa,HEO (Hydraulic Excavator) NC II,32,Male,Junior High,Self-employed,Heavy Equipment Operation,Construction,Experienced Worker,Dropout
Calumangan,Machining NC I,40,Male,Elementary Graduate,Unemployed,Machining,Manufacturing,New Entrant,Dropout
Mailum,Electronic Products Assembly and Servicing NC II,24,Female,Junior High,Wage Employed,Electronics,Manufacturing,Experienced Worker,Dropout
Napoles,Carpentry NC II,21,Male,Elementary Graduate,Self-employed,Carpentry,Construction,Experienced Worker,Dropout
Dulao,Computer Systems Servicing NC II,25,Male,College Undergraduate,Wage Employed,Computer Literacy,ICT,Career Shifter,Dropout
Pacol,Bread and Pastry NC II,25,Female,College Graduate,Self-employed,Baking,Hospitality,Returning Learner,Graduate
Ilijan,Computer Systems Servicing NC II,40,Female,College Graduate,Underemployed,Computer Literacy,ICT,New Entrant,Dropout
Lag-asan,Bookkeeping NC II,20,Male,College Undergraduate,Self-employed,Bookkeeping,Business,Experienced Worker,Graduate
Balingasag,Masonry NC I,30,Male,College Undergraduate,Underemployed,Organic Farming,Agriculture,New Entrant,Graduate
Malingin,Computer Systems Servicing NC II,18,Female,Elementary Graduate,Unemployed,Computer Literacy,ICT,New Entrant,Graduate
Tabunan,Trainers Methodology Level I,30,Female,College Graduate,Wage Employed,Training Delivery,Education,Experienced Worker,Graduate
Napoles,Trainers Methodology Level I,43,Male,College Undergraduate,Self-employed,Training Delivery,Education,Experienced Worker,Dropout
Malingin,Masonry NC I,34,Male,Elementary Graduate,Unemployed,Masonry,Construction,Returning Learner,Graduate
Alianza,Electrical Installation and Maintenance NC II,21,Male,Junior High,Underemployed,Electrical Repair,Construction,New Entrant,Dropout
Ma-ao,Organic Agriculture Production NC II,18,Male,Senior High,Wage Employed,Organic Farming,Agriculture,Returning Learner,Graduate
Ilijan,Masonry NC II,30,Male,Junior High,Unemployed,Masonry,Construction,Returning Learner,Dropout
Binubuhan,Masonry NC II,27,Female,Elementary Graduate,Unemployed,Baking,Hospitality,Career Shifter,Graduate
Lag-asan,Carpentry NC II,30,Male,Junior High,Underemployed,Driving,Transportation,New Entrant,Graduate
Busay,Bookkeeping NC II,19,Male,Junior High,Wage Employed,Bookkeeping,Business,New Entrant,Dropout
Bacong,Masonry NC I,31,Male,College Undergraduate,Unemployed,Masonry,Construction,Experienced Worker,Dropout
Napoles,Landscape Installation and Maintenance (Softscape),21,Male,Elementary Graduate,Unemployed,Landscaping,Agriculture,New Entrant,Graduate
Pacol,HEO (Hydraulic Excavator) NC II,22,Male,Junior High,Underemployed,Heavy Equipment Operation,Construction,Returning Learner,Graduate
Ilijan,Electrical Installation and Maintenance NC II,32,Male,Senior High,Underemployed,Carpentry,Construction,Career Shifter,Dropout
Taloc,Electronic Products Assembly and Servicing NC II,28,Female,Junior High,Wage Employed,Electronics,Manufacturing,Experienced Worker,Dropout
Ilijan,Carpentry NC II,36,Female,Elementary Graduate,Unemployed,Carpentry,Construction,Returning Learner,Dropout
Bacong,Cookery NC II,20,Female,Senior High,Underemployed,Cooking,Hospitality,Experienced Worker,Graduate
Ilijan,Driving NC II,26,Male,Senior High,Underemployed,Driving,Business,Returning Learner,Dropout
Napoles,Machining NC I,34,Female,College Undergraduate,Self-employed,Electronics,Manufacturing,Career Shifter,Dropout
Ma-ao,Bookkeeping NC II,28,Female,Senior High,Unemployed,Bookkeeping,Business,Returning Learner,Graduate
Caridad,Cookery NC II,19,Male,Junior High,Unemployed,Cooking,Hospitality,New Entrant,Dropout
Ilijan,Landscape Installation and Maintenance (Softscape),19,Male,Junior High,Underemployed,Landscaping,Agriculture,New Entrant,Dropout
Ilijan,Cookery NC II,28,Female,Junior High,Unemployed,Cooking,Hospitality,New Entrant,Graduate
Ma-ao,Cookery NC II,29,Male,Junior High,Unemployed,Cooking,Hospitality,Experienced Worker,Graduate
Caridad,Trainers Methodology Level I,24,Male,College Graduate,Self-employed,Training Delivery,Education,Returning Learner,Dropout
Binubuhan,Landscape Installation and Maintenance (Softscape),24,Female,Senior High,Unemployed,Landscaping,Agriculture,Returning Learner,Graduate
Mailum,Bread and Pastry NC II,44,Female,Senior High,Unemployed,Baking,Hospitality,Experienced Worker,Graduate
Calumangan,Shielded Metal Arc Welding NC I,23,Male,Senior High,Wage Employed,Welding,Construction,Experienced Worker,Graduate
Lag-asan,Bookkeeping NC II,29,Female,Senior High,Wage Employed,Bookkeeping,Business,Experienced Worker,Dropout
Tabunan,Organic Agriculture Production NC II,35,Female,Elementary Graduate,Unemployed,Organic Farming,Agriculture,New Entrant,Dropout
Atipuluan,Machining NC I,29,Male,Senior High,Self-employed,Machining,Manufacturing,Returning Learner,Dropout
Malingin,Computer Systems Servicing NC II,29,Male,Junior High,Underemployed,Computer Literacy,ICT,New Entrant,Graduate
Calumangan,Shielded Metal Arc Welding NC II,19,Male,Elementary Graduate,Underemployed,Cooking,Construction,Career Shifter,Dropout
Caridad,Construction Painting NC II,42,Male,Junior High,Unemployed,Painting,Construction,New Entrant,Dropout
Atipuluan,Masonry NC I,19,Female,College Undergraduate,Unemployed,Masonry,Construction,New Entrant,Dropout
Napoles,Driving NC II,39,Male,Senior High,Underemployed,Electronics,Manufacturing,Career Shifter,Dropout
Bacong,Machining NC II,34,Male,Junior High,Underemployed,Computer Literacy,Agriculture,Career Shifter,Dropout
Mailum,Masonry NC I,39,Male,Elementary Graduate,Wage Employed,Masonry,Construction,New Entrant,Graduate
Calumangan,Machining NC II,19,Male,Junior High,Self-employed,Machining,Manufacturing,Returning Learner,Graduate
Caridad,Electronic Products Assembly and Servicing NC II,31,Male,Elementary Graduate,Underemployed,Electronics,Manufacturing,New Entrant,Graduate
Calumangan,Electronic Products Assembly and Servicing NC II,24,Male,Junior High,Unemployed,Electronics,Manufacturing,Returning Learner,Dropout
Ilijan,Cookery NC II,33,Male,Senior High,Wage Employed,Cooking,Hospitality,Returning Learner,Graduate
Bagroy,Bookkeeping NC II,24,Female,Junior High,Self-employed,Bookkeeping,Business,Returning Learner,Dropout
Ma-ao,Organic Agriculture Production NC II,33,Female,Elementary Graduate,Underemployed,Organic Farming,Agriculture,Career Shifter,Graduate
Alianza,HEO (Wheel Loader) NC II,43,Female,Senior High,Wage Employed,Baking,Hospitality,Career Shifter,Dropout
Lag-asan,Masonry NC II,23,Male,Senior High,Unemployed,Masonry,Construction,Experienced Worker,Graduate
Bacong,HEO (Hydraulic Excavator) NC II,26,Male,Junior High,Underemployed,Heavy Equipment Operation,Construction,New Entrant,Dropout
Taloc,Driving NC II,20,Female,Senior High,Unemployed,Driving,Transportation,New Entrant,Graduate
Busay,Electrical Installation and Maintenance NC II,28,Male,College Undergraduate,Unemployed,Electrical Repair,ICT,Returning Learner,Graduate
Mailum,Masonry NC I,18,Male,Senior High,Unemployed,Masonry,Construction,New Entrant,Graduate
Napoles,Electronic Products Assembly and Servicing NC II,31,Female,Senior High,Unemployed,Electronics,Manufacturing,New Entrant,Graduate
Bacong,Organic Agriculture Production NC II,18,Male,Junior High,Unemployed,Organic Farming,Agriculture,Career Shifter,Dropout
Lag-asan,Masonry NC I,37,Male,College Undergraduate,Self-employed,Masonry,Construction,Experienced Worker,Dropout
Ilijan,Computer Systems Servicing NC II,31,Male,Junior High,Unemployed,Computer Literacy,ICT,New Entrant,Graduate
